USERNAME,TIME,REVIEW,text_clean,text_normalized,label
Haura Liew,2 months ago,"The scent ORGSM smells absolutely amazing â€” rich, captivating and very addictive. It lasted around 6â€“7 hours on me while staying indoors, which is impressive. â€¦",the scent orgsm smells absolutely amazing â rich captivating and very addictive it lasted around â hours on me while staying indoors which is impressive â,the scent orgsm smells absolutely amazing â rich captivating and very addictive it lasted around â hours on me while staying indoors which is impressive â,Positif
Ririn,2 months ago,The staff is really great. I've been using hmns for 5 years and I really like itðŸ¥° â€¦,the staff is really great i ve been using hmns for years and i really like itðÿ â,the staff is really great i ve been using hmns for years and i really like itðÿ â,Positif
iman danisha,2 months ago,"Good service from ms dewi, TQ! had fun trying the perfumeee",good service from ms dewi tq had fun trying the perfumee,good service from ms dewi tq had fun trying the perfumee,Positif
Iza Emilia,2 months ago,Great services by Dewi & Sidiq during our perfumes purchase here.,great services by dewi sidiq during our perfumes purchase here,great services by dewi sidiq during our perfumes purchase here,Positif
Survieyan R,2 months ago,It smells good... the staff are helpful and friendly,it smells good the staff are helpful and friendly,it smells good the staff are helpful and friendly,Positif
Dicky DS,2 months ago,Everything is complete and fragrant if you buy it here,everything is complete and fragrant if you buy it here,everything is complete and fragrant if you buy it here,Positif
Vandana Nursantri Gusti Putri,2 months ago,Always get discounts here. Complete range of products. The best!,always get discounts here complete range of products the best,always get discounts here complete range of products the best,Positif
Nazlin Mohd Nazari,2 months ago,These employees are really good!!!,these employees are really good,these employees are really good,Positif
Dian Eka Anggraini,2 months ago,The first and most comprehensive HMNS outlet,the first and most comprehensive hmns outlet,the first and most comprehensive hmns outlet,Netral
tri ratna,2 months ago,"I really like the scent of the perfume, the service is also very friendly and helpfulðŸ‘ðŸ‘ â€¦",i really like the scent of the perfume the service is also very friendly and helpfulðÿ ðÿ â,i really like the scent of the perfume the service is also very friendly and helpfulðÿ ðÿ â,Positif
rahmawati heryanto,2 months ago,"Finally, I was able to sniff the perfume I was looking for and it turned out I liked it, so I immediately wrapped it up... with the help of my super helpful sister â¤ï¸",finally i was able to sniff the perfume i was looking for and it turned out i liked it so i immediately wrapped it up with the help of my super helpful sister â ï,finally i was able to sniff the perfume i was looking for and it turned out i liked it so i immediately wrapped it up with the help of my super helpful sister â ï,Positif
Nazira Moulidannisa,2 months ago,The fragrances are unique and interesting it makes me drawn to it. Love the humble staffs too! very helpful. Would definitely come back.,the fragrances are unique and interesting it makes me drawn to it love the humble staffs too very helpful would definitely come back,the fragrances are unique and interesting it makes me drawn to it love the humble staffs too very helpful would definitely come back,Positif
pwony,2 months ago,The service is very good and informative,the service is very good and informative,the service is very good and informative,Positif
Noor Azmunifah Binti Noorzain,2 months ago,agry . good service,agry good service,agry good service,Positif
Iing Ing,3 months ago,"I bought HMNS at the GI store and was served by the sales representative, Shidiq, who was very friendly, helpful, and also had excellent product knowledge.",i bought hmns at the gi store and was served by the sales representative shidiq who was very friendly helpful and also had excellent product knowledge,i bought hmns at the gi store and was served by the sales representative shidiq who was very friendly helpful and also had excellent product knowledge,Positif
amirah aryssa,3 months ago,"The sister who works at the store is so good, thank you, sister Agry!!!!",the sister who works at the store is so good thank you sister agry,the sister who works at the store is so good thank you sister agry,Positif
Amirah Afiqah Mohd Nordin,3 months ago,Sis Agry is very friendly and patient in serving us. Lurveee,sis agry is very friendly and patient in serving us lurvee,sis agry is very friendly and patient in serving us lurvee,Positif
Muhammad Reza,3 months ago,"Thumbs up for the product ""City of hope"" also Shout out to Mba Agry for the great afternoon smile & the jokes ðŸ˜…ðŸ™Œ â€¦",thumbs up for the product city of hope also shout out to mba agry for the great afternoon smile the jokes ðÿ ðÿ œ â,thumbs up for the product city of hope also shout out to mba agry for the great afternoon smile the jokes ðÿ ðÿ œ â,Positif
MAGDALENA SILALAHI,3 months ago,"The service is good, thank you, Ms. Aya.",the service is good thank you ms aya,the service is good thank you ms aya,Positif
Noor Aliya Noor Azlan,3 months ago,"Very good service, love the smells of the perfume",very good service love the smells of the perfume,very good service love the smells of the perfume,Positif
Ulfarisya Umar,3 months ago,Nice local perfume,nice local perfume,nice local perfume,Positif
Joan Roma Carolina,3 months ago,"had a great shopping experience. the perfume smells elegant and lasts long. Ms. Agry super helpful, kind, and friendly!!",had a great shopping experience the perfume smells elegant and lasts long ms agry super helpful kind and friendly,had a great shopping experience the perfume smells elegant and lasts long ms agry super helpful kind and friendly,Positif
MS,3 months ago,the best local brand ðŸ˜®â€ðŸ’¨ â€¦,the best local brand ðÿ â ðÿ â,the best local brand ðÿ â ðÿ â,Positif
Bebalazi Immanuel,3 months ago,"Good service, Sis Sonia",good service sis sonia,good service sis sonia,Positif
Monika Elatranita,3 months ago,The official hmns store closest to my house.,the official hmns store closest to my house,the official hmns store closest to my house,Netral
Vivi Fitriyanti,3 months ago,Came to GI store to purchase Reed diffuser but the staff is not polite especially that mbak2 tidak ramah. Hopefully they can improve the service. Thank you,came to gi store to purchase reed diffuser but the staff is not polite especially that mbak tidak ramah hopefully they can improve the service thank you,came to gi store to purchase reed diffuser but the staff is not polite especially that mbak tidak ramah hopefully they can improve the service thank you,Netral
Cikgu Shuhaiba,3 months ago,"Great service, great service. All the perfumes smell greatðŸ˜ðŸ˜ðŸ˜ðŸ˜ â€¦",great service great service all the perfumes smell greatðÿ ðÿ ðÿ ðÿ â,great service great service all the perfumes smell greatðÿ ðÿ ðÿ ðÿ â,Positif
Joshua Christianto,3 months ago,Always love the hmns variant! One of the best local perfumes,always love the hmns variant one of the best local perfumes,always love the hmns variant one of the best local perfumes,Positif
Bagas aryo,3 months ago,"The sister is very kind, the service is friendly, the price is cheap",the sister is very kind the service is friendly the price is cheap,the sister is very kind the service is friendly the price is cheap,Positif
Cindy Sobrina,3 months ago,bessttt parfume i know,besstt parfume i know,besstt parfume i know,Netral
Jonathan Tjandra,3 months ago,"Friendly staff, good scent, good deal",friendly staff good scent good deal,friendly staff good scent good deal,Positif
Romi Akbar,3 months ago,Indonesian scent that you should never miss to try,indonesian scent that you should never miss to try,indonesian scent that you should never miss to try,Netral
ASTER MANAO,3 months ago,"Good perfume, friendly service",good perfume friendly service,good perfume friendly service,Positif
april yantie,4 months ago,HMNS. The scent is good and long lasting.,hmns the scent is good and long lasting,hmns the scent is good and long lasting,Positif
Ari Ani,4 months ago,"The perfume smells great, the service is VERY FRIENDLY, the bestðŸ˜˜ â€¦",the perfume smells great the service is very friendly the bestðÿ â,the perfume smells great the service is very friendly the bestðÿ â,Positif
